Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
night-circuit,"Night Circuit","<p>Sophisticated nocturnal aesthetic. The Night Circuit pairs deep midnight black materials with subtle dark-gold accents and elite cushioning.</p><h3>Highlights</h3><ul><li>Subtle dark-gold metallic side piping and eyelet accents</li><li>Matte black textured leather and ripstop nylon</li><li>Multi-zone responsive air cushioning</li><li>Thermal welded seams for sleek water resistance</li><li>High-grip directional tread</li></ul><h3>Details</h3><ul><li><strong>Upper:</strong> Matte leather, ripstop textile, and TPU weld accents</li><li><strong>Lining:</strong> Silky moisture-wicking textile</li><li><strong>Midsole:</strong> Air-enhanced responsive compound</li><li><strong>Outsole:</strong> Reinforced black rubber with gold flecks</li><li><strong>Fit:</strong> True to size.</li></ul><p><strong>Care Instructions:</strong> Wipe clean with a soft damp cloth. Air dry naturally away from direct heat.</p>",LeagueHub,Apparel & Accessories > Shoes,Performance Shoes,"men, premium, black, gold, luxury, best-seller",TRUE,Size,EU 39,Color,Black / Dark Gold Accent,LH-NC-39,850,shopify,12,deny,manual,6990,7990,TRUE,TRUE,https://raw.githubusercontent.com/softvencemasud-cpu/shopify-theme-dev/main/assets/jotar-prod-13.jpg,1,"Night Circuit Black / Dark Gold Accent side profile","Night Circuit Premium Black & Gold Sneakers | LeagueHub","Deep black with refined dark gold accents. Experience the luxury performance of Night Circuit at LeagueHub.",active
night-circuit,,,,,,,,Size,EU 40,Color,Black / Dark Gold Accent,LH-NC-40,850,shopify,15,deny,manual,6990,7990,TRUE,TRUE,,,,,,active
night-circuit,,,,,,,,Size,EU 41,Color,Black / Dark Gold Accent,LH-NC-41,850,shopify,18,deny,manual,6990,7990,TRUE,TRUE,,,,,,active
night-circuit,,,,,,,,Size,EU 42,Color,Black / Dark Gold Accent,LH-NC-42,850,shopify,21,deny,manual,6990,7990,TRUE,TRUE,,,,,,active
night-circuit,,,,,,,,Size,EU 43,Color,Black / Dark Gold Accent,LH-NC-43,850,shopify,24,deny,manual,6990,7990,TRUE,TRUE,,,,,,active
night-circuit,,,,,,,,Size,EU 44,Color,Black / Dark Gold Accent,LH-NC-44,850,shopify,27,deny,manual,6990,7990,TRUE,TRUE,,,,,,active
night-circuit,,,,,,,,Size,EU 45,Color,Black / Dark Gold Accent,LH-NC-45,850,shopify,30,deny,manual,6990,7990,TRUE,TRUE,,,,,,active
streetline-02,"Streetline 02","<p>The Streetline 02 brings contemporary chunky volume without the weight. Designed with crisp geometric panels and graphite accents.</p><h3>Highlights</h3><ul><li>Chunky athletic silhouette with lightweight core</li><li>Geometric white and graphite color blocking</li><li>Sculpted wave sole providing comfortable lift</li><li>Padded tongue with custom eyelet anchors</li><li>Breathable toe box perforations</li></ul><h3>Details</h3><ul><li><strong>Upper:</strong> Layered synthetic leather and mesh</li><li><strong>Lining:</strong> Padded breathable mesh</li><li><strong>Midsole:</strong> Sculpted lightweight platform EVA</li><li><strong>Outsole:</strong> Full-coverage durable rubber</li><li><strong>Fit:</strong> Fits true to size.</li></ul><p><strong>Care Instructions:</strong> Wipe clean with a soft damp cloth. Air dry naturally away from direct heat.</p>",LeagueHub,Apparel & Accessories > Shoes,Lifestyle Sneakers,"men, women, streetwear, white, chunky, new-arrival",TRUE,Size,EU 39,Color,White / Graphite,LH-S0-39,850,shopify,12,deny,manual,4890,5590,TRUE,TRUE,https://raw.githubusercontent.com/softvencemasud-cpu/shopify-theme-dev/main/assets/jotar-prod-14.jpg,1,"Streetline 02 White / Graphite side profile","Streetline 02 Streetwear Sneakers | LeagueHub","Contemporary chunky proportions with lightweight agility. Discover the Streetline 02 at LeagueHub.",active
streetline-02,,,,,,,,Size,EU 40,Color,White / Graphite,LH-S0-40,850,shopify,15,deny,manual,4890,5590,TRUE,TRUE,,,,,,active
streetline-02,,,,,,,,Size,EU 41,Color,White / Graphite,LH-S0-41,850,shopify,18,deny,manual,4890,5590,TRUE,TRUE,,,,,,active
streetline-02,,,,,,,,Size,EU 42,Color,White / Graphite,LH-S0-42,850,shopify,21,deny,manual,4890,5590,TRUE,TRUE,,,,,,active
streetline-02,,,,,,,,Size,EU 43,Color,White / Graphite,LH-S0-43,850,shopify,24,deny,manual,4890,5590,TRUE,TRUE,,,,,,active
streetline-02,,,,,,,,Size,EU 44,Color,White / Graphite,LH-S0-44,850,shopify,27,deny,manual,4890,5590,TRUE,TRUE,,,,,,active
streetline-02,,,,,,,,Size,EU 45,Color,White / Graphite,LH-S0-45,850,shopify,30,deny,manual,4890,5590,TRUE,TRUE,,,,,,active
motion-base,"Motion Base","<p>Your daily foundation for movement. Motion Base offers a versatile light-gray aesthetic, ultra-soft footbed, and dependable traction.</p><h3>Highlights</h3><ul><li>Light gray breathable mesh upper</li><li>Crisp white dual-foam midsole</li><li>Reinforced heel overlay providing lateral support</li><li>Reflective shoelaces for night visibility</li><li>Flexible forefoot grooves</li></ul><h3>Details</h3><ul><li><strong>Upper:</strong> Breathable sports mesh</li><li><strong>Lining:</strong> Comfort foam textile</li><li><strong>Midsole:</strong> Dual-density lightweight EVA</li><li><strong>Outsole:</strong> Flexible traction rubber</li><li><strong>Fit:</strong> True to size.</li></ul><p><strong>Care Instructions:</strong> Wipe clean with a soft damp cloth. Air dry naturally away from direct heat.</p>",LeagueHub,Apparel & Accessories > Shoes,Running Shoes,"men, women, running, everyday, gray, white",TRUE,Size,EU 39,Color,Light Gray / White,LH-MB-39,850,shopify,12,deny,manual,4190,4790,TRUE,TRUE,https://raw.githubusercontent.com/softvencemasud-cpu/shopify-theme-dev/main/assets/jotar-prod-15.jpg,1,"Motion Base Light Gray / White side profile","Motion Base Everyday Running Shoes | LeagueHub","Lightweight foundation for everyday movement. Shop the Motion Base running sneaker at LeagueHub.",active
motion-base,,,,,,,,Size,EU 40,Color,Light Gray / White,LH-MB-40,850,shopify,15,deny,manual,4190,4790,TRUE,TRUE,,,,,,active
motion-base,,,,,,,,Size,EU 41,Color,Light Gray / White,LH-MB-41,850,shopify,18,deny,manual,4190,4790,TRUE,TRUE,,,,,,active
motion-base,,,,,,,,Size,EU 42,Color,Light Gray / White,LH-MB-42,850,shopify,21,deny,manual,4190,4790,TRUE,TRUE,,,,,,active
motion-base,,,,,,,,Size,EU 43,Color,Light Gray / White,LH-MB-43,850,shopify,24,deny,manual,4190,4790,TRUE,TRUE,,,,,,active
motion-base,,,,,,,,Size,EU 44,Color,Light Gray / White,LH-MB-44,850,shopify,27,deny,manual,4190,4790,TRUE,TRUE,,,,,,active
motion-base,,,,,,,,Size,EU 45,Color,Light Gray / White,LH-MB-45,850,shopify,30,deny,manual,4190,4790,TRUE,TRUE,,,,,,active
slate-runner-x,"Slate Runner X","<p>Engineered for endurance and urban tempo runs. Slate Runner X delivers dark slate hues with high-energy return cushioning.</p><h3>Highlights</h3><ul><li>Dark slate colorway with tonal structural accents</li><li>High-energy return midsole compound</li><li>Molded external heel stabilizer</li><li>Abrasion-resistant toe cap</li><li>Multi-directional rubber outsole</li></ul><h3>Details</h3><ul><li><strong>Upper:</strong> Engineered micro-knit with TPU overlays</li><li><strong>Lining:</strong> Performance textile</li><li><strong>Midsole:</strong> High-energy rebound foam</li><li><strong>Outsole:</strong> Multi-directional carbon rubber</li><li><strong>Fit:</strong> Athletic snug fit. True to size.</li></ul><p><strong>Care Instructions:</strong> Wipe clean with a soft damp cloth. Air dry naturally away from direct heat.</p>",LeagueHub,Apparel & Accessories > Shoes,Running Shoes,"men, running, technical, slate, black",TRUE,Size,EU 39,Color,Slate / Black,LH-SRX-39,850,shopify,12,deny,manual,5790,6490,TRUE,TRUE,https://raw.githubusercontent.com/softvencemasud-cpu/shopify-theme-dev/main/assets/jotar-prod-16.jpg,1,"Slate Runner X Slate / Black side profile","Slate Runner X Technical Running Shoes | LeagueHub","Endurance performance in modern dark slate. Explore the Slate Runner X technical sneakers by LeagueHub.",active
slate-runner-x,,,,,,,,Size,EU 40,Color,Slate / Black,LH-SRX-40,850,shopify,15,deny,manual,5790,6490,TRUE,TRUE,,,,,,active
slate-runner-x,,,,,,,,Size,EU 41,Color,Slate / Black,LH-SRX-41,850,shopify,18,deny,manual,5790,6490,TRUE,TRUE,,,,,,active
slate-runner-x,,,,,,,,Size,EU 42,Color,Slate / Black,LH-SRX-42,850,shopify,21,deny,manual,5790,6490,TRUE,TRUE,,,,,,active
slate-runner-x,,,,,,,,Size,EU 43,Color,Slate / Black,LH-SRX-43,850,shopify,24,deny,manual,5790,6490,TRUE,TRUE,,,,,,active
slate-runner-x,,,,,,,,Size,EU 44,Color,Slate / Black,LH-SRX-44,850,shopify,27,deny,manual,5790,6490,TRUE,TRUE,,,,,,active
slate-runner-x,,,,,,,,Size,EU 45,Color,Slate / Black,LH-SRX-45,850,shopify,30,deny,manual,5790,6490,TRUE,TRUE,,,,,,active
sandwave,"Sandwave","<p>Wavy layered lines and soft desert sand tones give the Sandwave an effortless California streetwear vibe.</p><h3>Highlights</h3><ul><li>Flowing wavy panel construction across sidewalls</li><li>Soft suede overlays over breathable canvas</li><li>Thick off-white cushioned sole</li><li>Padded collar with heel pull loop</li><li>Anatomical comfort footbed</li></ul><h3>Details</h3><ul><li><strong>Upper:</strong> Sand suede and textured canvas</li><li><strong>Lining:</strong> Brushed cotton</li><li><strong>Midsole:</strong> Cushioned EVA foam</li><li><strong>Outsole:</strong> Off-white gum rubber</li><li><strong>Fit:</strong> True to size.</li></ul><p><strong>Care Instructions:</strong> Wipe clean with a soft damp cloth. Air dry naturally away from direct heat.</p>",LeagueHub,Apparel & Accessories > Shoes,Casual Sneakers,"men, women, casual, sand, neutral, lifestyle",TRUE,Size,EU 39,Color,Sand / Off White,LH-S-39,850,shopify,12,deny,manual,4690,5290,TRUE,TRUE,https://raw.githubusercontent.com/softvencemasud-cpu/shopify-theme-dev/main/assets/jotar-prod-17.jpg,1,"Sandwave Sand / Off White side profile","Sandwave Casual Lifestyle Sneakers | LeagueHub","Effortless neutral waves and all-day comfort. Shop the Sandwave sneakers in Sand and Off-White at LeagueHub.",active
sandwave,,,,,,,,Size,EU 40,Color,Sand / Off White,LH-S-40,850,shopify,15,deny,manual,4690,5290,TRUE,TRUE,,,,,,active
sandwave,,,,,,,,Size,EU 41,Color,Sand / Off White,LH-S-41,850,shopify,18,deny,manual,4690,5290,TRUE,TRUE,,,,,,active
sandwave,,,,,,,,Size,EU 42,Color,Sand / Off White,LH-S-42,850,shopify,21,deny,manual,4690,5290,TRUE,TRUE,,,,,,active
sandwave,,,,,,,,Size,EU 43,Color,Sand / Off White,LH-S-43,850,shopify,24,deny,manual,4690,5290,TRUE,TRUE,,,,,,active
sandwave,,,,,,,,Size,EU 44,Color,Sand / Off White,LH-S-44,850,shopify,27,deny,manual,4690,5290,TRUE,TRUE,,,,,,active
sandwave,,,,,,,,Size,EU 45,Color,Sand / Off White,LH-S-45,850,shopify,30,deny,manual,4690,5290,TRUE,TRUE,,,,,,active
core-high-01,"Core High 01","<p>Architectural, clean, and commanding. Core High 01 offers an all-white high-top structure with bold black framing accents.</p><h3>Highlights</h3><ul><li>Architectural high-top collar with thick padding</li><li>Clean white leather with contrasting black panels</li><li>Heavy-duty stitched rubber sole unit</li><li>Perforated toe box for thermal regulation</li><li>Reinforced lace collar with double stitching</li></ul><h3>Details</h3><ul><li><strong>Upper:</strong> Structured synthetic leather</li><li><strong>Lining:</strong> Plush padded mesh</li><li><strong>Midsole:</strong> Integrated cushioning foam</li><li><strong>Outsole:</strong> Stitched rubber street sole</li><li><strong>Fit:</strong> Standard high-top fit. Fits true to size.</li></ul><p><strong>Care Instructions:</strong> Wipe clean with a soft damp cloth. Air dry naturally away from direct heat.</p>",LeagueHub,Apparel & Accessories > Shoes,High Top Sneakers,"men, streetwear, high-top, white, black, classic",TRUE,Size,EU 39,Color,White / Black,LH-CH0-39,850,shopify,12,deny,manual,5590,6290,TRUE,TRUE,https://raw.githubusercontent.com/softvencemasud-cpu/shopify-theme-dev/main/assets/jotar-prod-18.jpg,1,"Core High 01 White / Black side profile","Core High 01 High Top Sneakers | LeagueHub","Clean high-cut architectural street styling. Shop the Core High 01 sneaker in White and Black at LeagueHub.",active
core-high-01,,,,,,,,Size,EU 40,Color,White / Black,LH-CH0-40,850,shopify,15,deny,manual,5590,6290,TRUE,TRUE,,,,,,active
core-high-01,,,,,,,,Size,EU 41,Color,White / Black,LH-CH0-41,850,shopify,18,deny,manual,5590,6290,TRUE,TRUE,,,,,,active
core-high-01,,,,,,,,Size,EU 42,Color,White / Black,LH-CH0-42,850,shopify,21,deny,manual,5590,6290,TRUE,TRUE,,,,,,active
core-high-01,,,,,,,,Size,EU 43,Color,White / Black,LH-CH0-43,850,shopify,24,deny,manual,5590,6290,TRUE,TRUE,,,,,,active
core-high-01,,,,,,,,Size,EU 44,Color,White / Black,LH-CH0-44,850,shopify,27,deny,manual,5590,6290,TRUE,TRUE,,,,,,active
core-high-01,,,,,,,,Size,EU 45,Color,White / Black,LH-CH0-45,850,shopify,30,deny,manual,5590,6290,TRUE,TRUE,,,,,,active
flux-runner,"Flux Runner","<p>The Flux Runner bridges technical running responsiveness with contemporary street fashion styling.</p><h3>Highlights</h3><ul><li>Tri-color blocking in crisp white, stone, and black</li><li>Responsive rebound midsole with heel stabilizer</li><li>Breathable jacquard mesh upper</li><li>Reflective safety accents</li><li>High-wear rubber outsole</li></ul><h3>Details</h3><ul><li><strong>Upper:</strong> Jacquard mesh and synthetic overlays</li><li><strong>Lining:</strong> Lightweight sports fabric</li><li><strong>Midsole:</strong> Responsive energy foam</li><li><strong>Outsole:</strong> High-wear carbon rubber</li><li><strong>Fit:</strong> Fits true to size.</li></ul><p><strong>Care Instructions:</strong> Wipe clean with a soft damp cloth. Air dry naturally away from direct heat.</p>",LeagueHub,Apparel & Accessories > Shoes,Running Shoes,"men, women, running, white, stone, new-arrival",TRUE,Size,EU 39,Color,White / Stone / Black,LH-FR-39,850,shopify,12,deny,manual,5390,6190,TRUE,TRUE,https://raw.githubusercontent.com/softvencemasud-cpu/shopify-theme-dev/main/assets/jotar-prod-19.jpg,1,"Flux Runner White / Stone / Black side profile","Flux Runner Multi-Tone Sneakers | LeagueHub","Bridge the gap between track and street with the Flux Runner. Responsive cushioning and sharp tri-color styling.",active
flux-runner,,,,,,,,Size,EU 40,Color,White / Stone / Black,LH-FR-40,850,shopify,15,deny,manual,5390,6190,TRUE,TRUE,,,,,,active
flux-runner,,,,,,,,Size,EU 41,Color,White / Stone / Black,LH-FR-41,850,shopify,18,deny,manual,5390,6190,TRUE,TRUE,,,,,,active
flux-runner,,,,,,,,Size,EU 42,Color,White / Stone / Black,LH-FR-42,850,shopify,21,deny,manual,5390,6190,TRUE,TRUE,,,,,,active
flux-runner,,,,,,,,Size,EU 43,Color,White / Stone / Black,LH-FR-43,850,shopify,24,deny,manual,5390,6190,TRUE,TRUE,,,,,,active
flux-runner,,,,,,,,Size,EU 44,Color,White / Stone / Black,LH-FR-44,850,shopify,27,deny,manual,5390,6190,TRUE,TRUE,,,,,,active
flux-runner,,,,,,,,Size,EU 45,Color,White / Stone / Black,LH-FR-45,850,shopify,30,deny,manual,5390,6190,TRUE,TRUE,,,,,,active
apex-noir,"Apex Noir","<p>The flagship of the LeagueHub footwear collection. Apex Noir represents the pinnacle of luxury footwear craftsmanship and high-tech cushioning.</p><h3>Highlights</h3><ul><li>Flagship luxury all-black construction</li><li>Italian-inspired matte leather and ballistic mesh</li><li>Proprietary multi-chamber impact-absorbing sole</li><li>Subtle embossed branding and waxed cotton laces</li><li>Ergonomic leather-lined memory footbed</li></ul><h3>Details</h3><ul><li><strong>Upper:</strong> Full-grain matte leather and ballistic nylon</li><li><strong>Lining:</strong> Premium leather and micro-mesh</li><li><strong>Midsole:</strong> Proprietary ApexFoam cushioning</li><li><strong>Outsole:</strong> Sculpted carbon rubber outsole</li><li><strong>Fit:</strong> True to size with a tailored luxury fit.</li></ul><p><strong>Care Instructions:</strong> Wipe clean with a soft damp cloth. Air dry naturally away from direct heat.</p>",LeagueHub,Apparel & Accessories > Shoes,Performance Shoes,"men, premium, black, luxury, flagship, best-seller",TRUE,Size,EU 39,Color,Deep Black,LH-AN-39,850,shopify,12,deny,manual,7490,8490,TRUE,TRUE,https://raw.githubusercontent.com/softvencemasud-cpu/shopify-theme-dev/main/assets/jotar-prod-20.jpg,1,"Apex Noir Deep Black side profile","Apex Noir Flagship Luxury Sneakers | LeagueHub","The pinnacle of luxury sneakers. Discover the flagship Apex Noir in Deep Black with multi-chamber cushioning at LeagueHub.",active
apex-noir,,,,,,,,Size,EU 40,Color,Deep Black,LH-AN-40,850,shopify,15,deny,manual,7490,8490,TRUE,TRUE,,,,,,active
apex-noir,,,,,,,,Size,EU 41,Color,Deep Black,LH-AN-41,850,shopify,18,deny,manual,7490,8490,TRUE,TRUE,,,,,,active
apex-noir,,,,,,,,Size,EU 42,Color,Deep Black,LH-AN-42,850,shopify,21,deny,manual,7490,8490,TRUE,TRUE,,,,,,active
apex-noir,,,,,,,,Size,EU 43,Color,Deep Black,LH-AN-43,850,shopify,24,deny,manual,7490,8490,TRUE,TRUE,,,,,,active
apex-noir,,,,,,,,Size,EU 44,Color,Deep Black,LH-AN-44,850,shopify,27,deny,manual,7490,8490,TRUE,TRUE,,,,,,active
apex-noir,,,,,,,,Size,EU 45,Color,Deep Black,LH-AN-45,850,shopify,30,deny,manual,7490,8490,TRUE,TRUE,,,,,,active
